-BEGIN HEADER-,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,
Dates (month/day/year): 01/01/2020 through 05/31/2025 in LST,,,,,
Location: latitude  -2.9196   longitude -79.0017 ,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 2496.1 meters,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,
parameter(s): ,,,,,
T2M                   MERRA-2 Temperature at 2 Meters (C) ,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) ,,,,,
-END HEADER-,,,,,
DATE,T2M,RH2M,WS2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN
2024-12-23,14.32,87.45,2.08,3.02,7.96
2024-12-24,15.39,81.46,1.45,3.3,14.77
2024-12-25,15.25,88.41,1.27,12.21,12.07
2024-12-26,14.28,90.52,1.33,18.23,16.01
2024-12-27,14.2,86.72,1.27,8.88,9.87
2024-12-28,13.75,88.62,1.65,6.04,13.59
2024-12-29,13.91,87.7,1.57,9.62,12.95
2024-12-30,14.24,83.65,1.33,4.65,11.87
2024-12-31,14.22,84.58,1.56,5.11,15.84
2025-01-01,14.24,89.1,0.87,5.11,15.25
2025-01-02,13.41,90.25,1.4,9.97,7.94
2025-01-03,13.77,86.55,1.7,8.32,9.35
2025-01-04,13.66,89.93,1.56,2.58,14.59
2025-01-05,13.9,88.36,1.95,5.44,15.91
2025-01-06,14.45,81.98,1.63,0.79,14.5
2025-01-07,14.2,89.82,1.25,16.66,15.51
2025-01-08,14.75,87.76,1.31,8,9.08
2025-01-09,14.04,90.24,0.61,5.07,10.93
2025-01-10,14,90.37,1.15,2.7,15.71
2025-01-11,14.3,86.06,2.05,1.83,13.24
2025-01-12,13.51,87.6,1.71,1.34,10.6
2025-01-13,14.55,84.19,1.24,0.41,14.25
2025-01-14,14.33,85.53,1.42,3.2,16.61
2025-01-15,14.83,85.92,1.23,1.44,15.08
2025-01-16,13.96,90.15,0.97,5.15,16.49
2025-01-17,13.45,90.23,1.07,2.74,15.87
2025-01-18,13.49,90.28,1.08,6.88,14.52
2025-01-19,14.5,88.94,1.12,4.35,14.12
2025-01-20,14.36,84.14,1.04,3.43,13.85
2025-01-21,14.11,87.24,1.33,4.42,13.8
2025-01-22,13.73,88.22,1.79,2.79,16.14
2025-01-23,12.16,77.35,2.02,0.07,20.49
2025-01-24,11.75,76.17,2.02,1.92,9.4
2025-01-25,12.3,88.39,2.66,1.74,9.42
2025-01-26,12.54,88.9,2.53,1.85,11.36
2025-01-27,13.28,88.21,2.43,0.56,15.31
2025-01-28,13.26,89.8,2.58,2.46,9.01
2025-01-29,12.19,90.08,2.78,2.24,9.18
2025-01-30,12.08,87.48,2.91,1.29,11.2
2025-01-31,13.2,88.13,2.47,0.74,12.32
2025-02-01,14.03,85.66,2.04,0.06,13.99
2025-02-02,14.94,86.52,1.79,0,17.15
2025-02-03,15.01,87.79,2,0.17,14.22
2025-02-04,14.66,86.69,1.83,3.95,14.51
2025-02-05,14.79,85.68,1.66,3.93,14.33
2025-02-06,14.91,87.37,2.24,1.94,7.1
2025-02-07,14.11,90.86,2.96,3.96,11.76
2025-02-08,13.41,87.07,2.04,1.44,12.38
2025-02-09,14.57,82.78,2.01,2.12,12.07
2025-02-10,14.24,88.26,1.28,6,12.61
2025-02-11,14.42,85.93,0.95,7.19,11.11
2025-02-12,13.61,89.95,1.1,10.69,7.88
2025-02-13,13.25,88.86,1.39,12.82,6.29
2025-02-14,13.82,87.44,0.82,2.72,16.62
2025-02-15,14.73,84.99,1.06,7.4,14.1
2025-02-16,14.25,88.92,1.25,8.97,12.76
2025-02-17,13.26,94.13,0.95,7.59,8.85
2025-02-18,13.82,89.39,1.49,7.63,1.51
2025-02-19,13.9,89.9,1.42,4.85,11.51
2025-02-20,14.19,85.45,2.23,4.27,6.33
2025-02-21,13.54,89.26,2.34,1.76,11.99
2025-02-22,13.48,87.57,2.24,3.5,12.95
2025-02-23,13.56,87.4,2.24,5.86,11.48
2025-02-24,13.26,89.26,1.99,5.03,9.83
2025-02-25,14.13,88.39,1.74,2.78,13.61
2025-02-26,14.13,89.52,1.72,7.45,5.59
2025-02-27,14.85,84.12,1.62,5.03,15.61
2025-02-28,14.84,87.92,1.58,3.15,13.84
2025-03-01,14.56,87.8,1.19,11.29,7.23
2025-03-02,13.77,89.07,0.63,17.02,5.24
2025-03-03,14.97,88.48,1.41,6.87,7.36
2025-03-04,14.56,90.15,0.73,6.62,10.74
2025-03-05,13.45,89.52,0.76,2.55,4.12
2025-03-06,13.52,89.21,0.64,4.51,7.81
2025-03-07,14.77,79.37,1,1.34,11.86
2025-03-08,14.17,87.41,0.94,8.65,9.99
2025-03-09,13.15,83.67,0.93,1.07,13.19
2025-03-10,14.28,84.52,1.26,14.87,14.01
2025-03-11,13.94,86.51,1.25,4.44,15.94
2025-03-12,14.2,89.57,1.31,8.02,16.33
2025-03-13,13.7,91.32,1.23,6.64,2.68
2025-03-14,13.72,90.02,0.56,7.6,9.52
2025-03-15,13.72,89.94,0.96,2.11,10.72
2025-03-16,14.52,87.65,1.89,23.65,12.57
2025-03-17,13.8,87.4,1.94,1.95,5.41
2025-03-18,14.22,85.05,1.71,2.77,13.02
2025-03-19,14.2,90.2,2.22,9.61,10.21
2025-03-20,13.08,90.69,2.08,2.43,16.64
2025-03-21,13.45,88.34,2.53,2.15,13.02
2025-03-22,13.46,90.16,2.53,1.22,12
2025-03-23,13.47,91.5,2.44,6.74,8.79
2025-03-24,13.62,90.12,2.31,0.57,8.47
2025-03-25,13.22,89.78,2.2,1.45,12.24
2025-03-26,13.32,86.41,1.86,3.44,14.56
2025-03-27,13.13,88.28,1.63,9.52,12.96
2025-03-28,14.11,86.87,1.75,7.04,11
2025-03-29,14.71,89.6,1.28,19.12,10.01
2025-03-30,14.27,90.38,0.75,9.02,10.59
2025-03-31,14.44,90.01,1.17,6.05,7.93
2025-04-01,14.27,89.46,1.62,30.15,9.26
2025-04-02,13.53,91.83,2.04,11.48,-999
2025-04-03,13.22,91.94,1.65,6.1,13.43
2025-04-04,13.32,90.67,2.15,2.13,11.16
2025-04-05,13.74,91.35,2.47,5.63,14.83
2025-04-06,13.75,92.78,3.06,18.42,10.81
2025-04-07,13.6,91.3,2.34,2.65,18.63
2025-04-08,13.65,91.67,2.08,5,13.94
2025-04-09,13.63,90.94,1.91,3.8,17.07
2025-04-10,14.03,85.01,1.49,12.11,13.16
2025-04-11,14.25,87.43,1.21,7.59,13.37
2025-04-12,13.97,91.65,1.26,6.99,11.58
2025-04-13,13.21,91.28,2.19,2.24,11.99
2025-04-14,13.05,91.24,2.25,0.32,11.24
2025-04-15,13.2,83.56,2.29,0.23,19.79
2025-04-16,13.76,83.12,2.12,3.43,14.61
2025-04-17,13.06,90.7,2.41,3.96,10.63
2025-04-18,13.37,89.62,2.48,1.24,13.55
2025-04-19,12.85,88.45,2.38,0.56,14.16
2025-04-20,13.03,89.02,2.18,2.21,18.01
2025-04-21,13.67,87.11,1.52,4.57,17.05
2025-04-22,14.36,87.69,1.48,6.99,16.16
2025-04-23,14.13,91.12,1.58,3.36,12
2025-04-24,14.36,86.29,1.55,7.75,6.27
2025-04-25,14.35,87.27,1.23,10.51,12.06
2025-04-26,13.98,88.69,1.26,7.04,13.49
2025-04-27,13.85,91.23,1.35,12.88,13.87
2025-04-28,13.39,91.3,1.68,6.04,8.6
2025-04-29,13.28,89.64,1.9,1.68,12.97
2025-04-30,13.2,92.01,1.97,4.22,9.06
2025-05-01,14.14,90.84,0.66,7.09,12.24
2025-05-02,14.09,89.02,0.66,5.98,16.21
2025-05-03,13.77,88.93,0.81,2.72,10.4
2025-05-04,13.45,87.82,0.72,4.58,11.2
2025-05-05,13.27,90.78,0.84,7.17,10.98
2025-05-06,12.8,90.68,0.68,3.66,12.53
2025-05-07,13.24,86.81,0.73,2.01,17.14
2025-05-08,13.73,82.16,0.86,0.9,9.3
2025-05-09,13.14,87.11,0.95,2.53,13.4
2025-05-10,12.97,93.85,1.16,18.57,10.35
2025-05-11,12.8,93.47,1.44,17.47,12.26
2025-05-12,12.6,94.72,1.14,22.81,10.04
2025-05-13,13.17,87.82,1.09,2.51,13.23
2025-05-14,12.94,87.02,0.86,2.07,13.95
2025-05-15,12.71,87.69,0.93,1.24,8.6
2025-05-16,13.35,88.18,0.59,3.69,10.47
2025-05-17,14.09,91.41,0.34,10.84,11.97
2025-05-18,15,88.46,0.43,10.21,14.43
2025-05-19,14.66,90.18,0.8,7.54,9.58
2025-05-20,13.46,90.32,0.91,4.97,17.45
2025-05-21,12.58,90.99,1.02,3.27,13.37
2025-05-22,12.87,90.91,1.01,4.97,11.99
2025-05-23,12.67,93.18,1,8.1,7.88
2025-05-24,13.05,92.05,0.95,5.43,11.34
2025-05-25,13.56,91.05,0.79,10.26,8.1
2025-05-26,13.34,93.78,0.71,5.93,12.13
2025-05-27,13.7,89.75,0.72,4.13,13.5
2025-05-28,13.35,90.23,0.88,3.08,15.25
2025-05-29,12.83,92.61,1.02,7.3,-999
2025-05-30,13.15,92.4,1,9.62,-999
2025-05-31,-999,-999,-999,-999,-999
